orig_order,Date,Time,Cross,Treatment,Rep,Distance base of blade to 10cm hole punch,Total length of blade,Female GP,Male GP,Heat testesd Female GP ID,Female GP % change,Female GP ranking,Heat tested Male GP ID,Male GP % change,Male GP ranking,comments
365,6/28/23,,161,A,2,16.0,41.3,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,-17.43129,5,SL18-LD-2-MG2,-81.133004,64,
428,6/28/23,,174,A,2,,0.0,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-LD-9-MG1,-88.023499,76,no blade
398,6/28/23,,175,A,2,,44.1,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,-68.808757,36,#N/A,,,can't find hole punch
394,6/28/23,,176,A,2,18.0,38.8,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,-27.632169,8,SA18-CB-4-MG2,-93.012556,88,
363,6/28/23,,179,A,2,17.9,39.2,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,-67.011547,35,SL18-JS-19-MG1,0.30367682,2,
460,6/28/23,,40,A,3,21.5,42.2,SL18-CC-3-FG3,SL18-JS-19-MG1,#N/A,,,SL18-JS-19-MG1,0.30367682,2,
517,6/28/23,,46,A,3,20.5,41.3,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
482,6/28/23,,47,A,3,22.0,43.6,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-OD-6-MG1,-90.257688,81,
452,6/28/23,,49,A,3,23.0,43.5,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
486,6/28/23,,51,A,3,20.4,41.9,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
490,6/28/23,,59,A,3,,10.4,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,-78.138399,59,SL18-LL-9-MG4,-80.72347,63,only stipe
511,6/28/23,4:27,61,A,3,20.3,42.0,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,,,SL18-LD-9-MG1,-88.023499,76,no stipe
455,6/28/23,,70,A,3,21.3,42.0,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,-21.175178,6,#N/A,,,
487,6/28/23,,81,A,3,9.5,31.1,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,,,SL18-OI-6-MG2,-93.83737,89,no stipe
453,6/28/23,,84,A,3,24.0,43.8,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,-78.138399,59,#N/A,,,
516,6/28/23,,85,A,3,11.5,32.8,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,-27.632169,8,SL18-OI-6-MG2,-93.83737,89,
512,6/28/23,,116,A,3,24.6,47.5,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,(eliminated as dead),,#N/A,,,
488,6/28/23,,120,A,3,28.1,49.2,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,-44.008511,15,#N/A,,,
456,6/28/23,,128,A,3,16.0,36.3,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
489,6/28/23,,130,A,3,17.7,37.6,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,-68.808757,36,#N/A,,,
519,6/28/23,,133,A,3,25.3,46.2,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,-21.175178,6,SL18-OI-6-MG2,-93.83737,89,
457,6/28/23,,136,A,3,18.3,40.5,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,,,SA18-CB-10-MG1,-85.12983,71,
451,6/28/23,,138,A,3,22.0,43.3,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
515,6/28/23,,139,A,3,31.2,53.2,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,-17.43129,5,SL18-JS-19-MG1,0.30367682,2,
459,6/28/23,,141,A,3,19.5,40.6,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,-69.65774,38,SL18-LD-2-MG2,-81.133004,64,
481,6/28/23,,144,A,3,18.8,38.8,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
484,6/28/23,,149,A,3,24.5,44.7,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
485,6/28/23,,157,A,3,30.2,50.7,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,-21.175178,6,SA18-CB-4-MG2,-93.012556,88,
458,6/28/23,,158,A,3,20.8,42.6,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
514,6/28/23,,160,A,3,29.5,49.5,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,-55.10044,20,SL18-LD-2-MG2,-81.133004,64,
518,6/28/23,,161,A,3,18.0,42.5,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,-17.43129,5,SL18-LD-2-MG2,-81.133004,64,
454,6/28/23,,174,A,3,23.0,43.8,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-LD-9-MG1,-88.023499,76,
513,6/28/23,,175,A,3,21.0,41.9,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,-68.808757,36,#N/A,,,no stipe
483,6/28/23,,176,A,3,17.1,38.2,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,-27.632169,8,SA18-CB-4-MG2,-93.012556,88,
520,6/28/23,,179,A,3,11.7,32.6,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,-67.011547,35,SL18-JS-19-MG1,0.30367682,2,
350,6/28/23,,40,B,1,,13.5,SL18-CC-3-FG3,SL18-JS-19-MG1,#N/A,,,SL18-JS-19-MG1,0.30367682,2,
317,6/28/23,,46,B,1,12.6,32.9,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
316,6/28/23,,47,B,1,13.6,34.5,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-OD-6-MG1,-90.257688,81,
313,6/28/23,,49,B,1,13.1,33.4,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
290,6/28/23,,51,B,1,17.0,36.7,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
344,6/28/23,,59,B,1,11.0,26.8,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,-78.138399,59,SL18-LL-9-MG4,-80.72347,63,
318,6/28/23,,61,B,1,,0.0,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,,,SL18-LD-9-MG1,-88.023499,76,no blade
283,6/28/23,,70,B,1,19.6,39.9,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,-21.175178,6,#N/A,,,
284,6/28/23,,81,B,1,16.9,36.9,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,,,SL18-OI-6-MG2,-93.83737,89,
282,6/28/23,,84,B,1,15.6,35.5,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,-78.138399,59,#N/A,,,
343,6/28/23,,85,B,1,,10.1,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,-27.632169,8,SL18-OI-6-MG2,-93.83737,89,
286,6/28/23,,116,B,1,12.7,33.6,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,(eliminated as dead),,#N/A,,,
342,6/28/23,,120,B,1,17.7,38.6,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,-44.008511,15,#N/A,,,
287,6/28/23,,128,B,1,16.3,36.6,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
349,6/28/23,,130,B,1,14.0,34.8,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,-68.808757,36,#N/A,,,
312,6/28/23,,133,B,1,14.0,35.4,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,-21.175178,6,SL18-OI-6-MG2,-93.83737,89,
285,6/28/23,1:41,136,B,1,17.0,37.5,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,,,SA18-CB-10-MG1,-85.12983,71,
289,6/28/23,,138,B,1,16.5,36.5,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
288,6/28/23,,139,B,1,13.2,36.5,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,-17.43129,5,SL18-JS-19-MG1,0.30367682,2,
320,6/28/23,,141,B,1,14.0,34.4,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,-69.65774,38,SL18-LD-2-MG2,-81.133004,64,
346,6/28/23,,144,B,1,10.5,24.0,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
315,6/28/23,,149,B,1,12.2,33.2,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
314,6/28/23,,157,B,1,17.2,38.3,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,-21.175178,6,SA18-CB-4-MG2,-93.012556,88,
347,6/28/23,,158,B,1,12.6,33.3,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
341,6/28/23,,160,B,1,16.4,36.7,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,-55.10044,20,SL18-LD-2-MG2,-81.133004,64,
348,6/28/23,2:36,161,B,1,11.5,32.6,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,-17.43129,5,SL18-LD-2-MG2,-81.133004,64,
311,6/28/23,,174,B,1,,26.0,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-LD-9-MG1,-88.023499,76,
319,6/28/23,2:10,175,B,1,10.5,32.5,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,-68.808757,36,#N/A,,,
345,6/28/23,,176,B,1,12.5,32.9,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,-27.632169,8,SA18-CB-4-MG2,-93.012556,88,
281,6/28/23,,179,B,1,,12.1,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,-67.011547,35,SL18-JS-19-MG1,0.30367682,2,only stipe
431,6/28/23,,40,B,2,12.5,33.0,SL18-CC-3-FG3,SL18-JS-19-MG1,#N/A,,,SL18-JS-19-MG1,0.30367682,2,
440,6/28/23,,46,B,2,11.0,30.5,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
401,6/28/23,,47,B,2,14.1,35.2,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-OD-6-MG1,-90.257688,81,
407,6/28/23,,49,B,2,14.3,34.9,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
436,6/28/23,,51,B,2,10.0,30.0,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
439,6/28/23,,59,B,2,13.5,35.0,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,-78.138399,59,SL18-LL-9-MG4,-80.72347,63,
434,6/28/23,,61,B,2,,5.5,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,,,SL18-LD-9-MG1,-88.023499,76,only stipe
378,6/28/23,,70,B,2,14.1,34.3,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,-21.175178,6,#N/A,,,
410,6/28/23,,81,B,2,17.0,36.5,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,,,SL18-OI-6-MG2,-93.83737,89,"need to switch tags with C2, was in C tank since prelim measurements; resolved"
377,6/28/23,,84,B,2,14.5,34.5,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,-78.138399,59,#N/A,,,
435,6/28/23,,85,B,2,10.5,33.0,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,-27.632169,8,SL18-OI-6-MG2,-93.83737,89,
374,6/28/23,,116,B,2,13.2,35.7,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,(eliminated as dead),,#N/A,,,
379,6/28/23,,120,B,2,15.9,36.7,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,-44.008511,15,#N/A,,,
409,6/28/23,,128,B,2,15.1,36.1,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
403,6/28/23,,130,B,2,12.0,32.9,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,-68.808757,36,#N/A,,,
402,6/28/23,,133,B,2,12.2,33.4,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,-21.175178,6,SL18-OI-6-MG2,-93.83737,89,
406,6/28/23,,136,B,2,10.2,31.9,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,,,SA18-CB-10-MG1,-85.12983,71,no stipe
376,6/28/23,,138,B,2,13.9,34.4,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
433,6/28/23,,139,B,2,13.0,33.0,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,-17.43129,5,SL18-JS-19-MG1,0.30367682,2,
380,6/28/23,,141,B,2,16.9,37.2,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,-69.65774,38,SL18-LD-2-MG2,-81.133004,64,
372,6/28/23,,144,B,2,12.8,33.2,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
432,6/28/23,,149,B,2,13.5,33.0,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
371,6/28/23,,157,B,2,16.0,38.9,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,-21.175178,6,SA18-CB-4-MG2,-93.012556,88,
437,6/28/23,,158,B,2,13.5,35.5,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
405,6/28/23,,160,B,2,14.3,35.1,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,-55.10044,20,SL18-LD-2-MG2,-81.133004,64,
375,6/28/23,,161,B,2,12.5,33.9,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,-17.43129,5,SL18-LD-2-MG2,-81.133004,64,
438,6/28/23,,174,B,2,12.5,33.0,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-LD-9-MG1,-88.023499,76,
408,6/28/23,,175,B,2,12.7,34.0,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,-68.808757,36,#N/A,,,
404,6/28/23,,176,B,2,,11.1,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,-27.632169,8,SA18-CB-4-MG2,-93.012556,88,only stipe
373,6/28/23,,179,B,2,10.0,25.0,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,-67.011547,35,SL18-JS-19-MG1,0.30367682,2,
470,6/28/23,,40,B,3,13.3,34.3,SL18-CC-3-FG3,SL18-JS-19-MG1,#N/A,,,SL18-JS-19-MG1,0.30367682,2,
527,6/28/23,,46,B,3,,6.5,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
493,6/28/23,,47,B,3,10.9,31.3,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-OD-6-MG1,-90.257688,81,
462,6/28/23,,49,B,3,15.7,36.0,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
496,6/28/23,,51,B,3,17.1,37.7,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
500,6/28/23,,59,B,3,,9.8,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,-78.138399,59,SL18-LL-9-MG4,-80.72347,63,only stipe
521,6/28/23,,61,B,3,,0.0,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,,,SL18-LD-9-MG1,-88.023499,76,no blade
465,6/28/23,,70,B,3,16.0,36.2,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,-21.175178,6,#N/A,,,
497,6/28/23,,81,B,3,16.2,37.0,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,,,SL18-OI-6-MG2,-93.83737,89,
463,6/28/23,,84,B,3,17.4,37.5,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,-78.138399,59,#N/A,,,
526,6/28/23,,85,B,3,11.8,32.0,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,-27.632169,8,SL18-OI-6-MG2,-93.83737,89,
522,6/28/23,,116,B,3,13.0,34.4,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,(eliminated as dead),,#N/A,,,
498,6/28/23,,120,B,3,16.2,38.0,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,-44.008511,15,#N/A,,,
466,6/28/23,,128,B,3,13.0,33.0,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
499,6/28/23,,130,B,3,14.7,36.8,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,-68.808757,36,#N/A,,,
529,6/28/23,,133,B,3,17.6,38.2,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,-21.175178,6,SL18-OI-6-MG2,-93.83737,89,
467,6/28/23,,136,B,3,10.5,31.4,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,,,SA18-CB-10-MG1,-85.12983,71,
461,6/28/23,,138,B,3,11.7,32.0,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
525,6/28/23,,139,B,3,18.5,39.6,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,-17.43129,5,SL18-JS-19-MG1,0.30367682,2,
469,6/28/23,,141,B,3,13.6,43.0,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,-69.65774,38,SL18-LD-2-MG2,-81.133004,64,
491,6/28/23,,144,B,3,12.5,32.5,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
494,6/28/23,,149,B,3,12.5,32.2,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
495,6/28/23,,157,B,3,22.6,43.8,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,-21.175178,6,SA18-CB-4-MG2,-93.012556,88,
468,6/28/23,,158,B,3,13.5,35.0,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
524,6/28/23,,160,B,3,18.0,38.8,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,-55.10044,20,SL18-LD-2-MG2,-81.133004,64,
528,6/28/23,,161,B,3,13.8,36.0,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,-17.43129,5,SL18-LD-2-MG2,-81.133004,64,
464,6/28/23,,174,B,3,13.8,34.3,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-LD-9-MG1,-88.023499,76,
523,6/28/23,,175,B,3,,0.0,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,-68.808757,36,#N/A,,,no blade
492,6/28/23,3:51,176,B,3,11.7,33.0,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,-27.632169,8,SA18-CB-4-MG2,-93.012556,88,
530,6/28/23,,179,B,3,13.0,33.1,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,-67.011547,35,SL18-JS-19-MG1,0.30367682,2,
360,6/28/23,,40,C,1,14.1,34.6,SL18-CC-3-FG3,SL18-JS-19-MG1,#N/A,,,SL18-JS-19-MG1,0.30367682,2,
327,6/28/23,,46,C,1,12.0,32.0,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
326,6/28/23,,47,C,1,12.5,32.8,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-OD-6-MG1,-90.257688,81,
323,6/28/23,,49,C,1,15.7,36.2,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
300,6/28/23,,51,C,1,16.2,37.0,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
354,6/28/23,,59,C,1,13.1,33.6,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,-78.138399,59,SL18-LL-9-MG4,-80.72347,63,
328,6/28/23,,61,C,1,10.1,31.0,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,,,SL18-LD-9-MG1,-88.023499,76,
293,6/28/23,,70,C,1,18.9,39.0,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,-21.175178,6,#N/A,,,
294,6/28/23,,81,C,1,15.0,35.6,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,,,SL18-OI-6-MG2,-93.83737,89,
292,6/28/23,,84,C,1,14.5,34.4,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,-78.138399,59,#N/A,,,
353,6/28/23,,85,C,1,12.5,30.5,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,-27.632169,8,SL18-OI-6-MG2,-93.83737,89,
296,6/28/23,,116,C,1,11.4,32.8,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,(eliminated as dead),,#N/A,,,
352,6/28/23,,120,C,1,18.7,40.1,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,-44.008511,15,#N/A,,,
297,6/28/23,,128,C,1,15.5,36.7,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
359,6/28/23,,130,C,1,12.1,33.3,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,-68.808757,36,#N/A,,,
322,6/28/23,,133,C,1,13.0,32.5,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,-21.175178,6,SL18-OI-6-MG2,-93.83737,89,
295,6/28/23,,136,C,1,12.6,33.0,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,,,SA18-CB-10-MG1,-85.12983,71,
299,6/28/23,,138,C,1,12.4,33.0,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
298,6/28/23,,139,C,1,18.4,38.7,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,-17.43129,5,SL18-JS-19-MG1,0.30367682,2,
330,6/28/23,,141,C,1,13.9,33.9,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,-69.65774,38,SL18-LD-2-MG2,-81.133004,64,
356,6/28/23,,144,C,1,14.0,34.7,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
325,6/28/23,,149,C,1,13.0,33.9,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
324,6/28/23,,157,C,1,14.2,34.9,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,-21.175178,6,SA18-CB-4-MG2,-93.012556,88,
357,6/28/23,,158,C,1,14.3,35.9,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
351,6/28/23,,160,C,1,16.0,36.5,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,-55.10044,20,SL18-LD-2-MG2,-81.133004,64,
358,6/28/23,,161,C,1,14.0,34.5,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,-17.43129,5,SL18-LD-2-MG2,-81.133004,64,
321,6/28/23,,174,C,1,12.4,32.5,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-LD-9-MG1,-88.023499,76,
329,6/28/23,,175,C,1,11.6,31.7,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,-68.808757,36,#N/A,,,
355,6/28/23,,176,C,1,10.7,18.2,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,-27.632169,8,SA18-CB-4-MG2,-93.012556,88,
291,6/28/23,,179,C,1,13.3,33.9,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,-67.011547,35,SL18-JS-19-MG1,0.30367682,2,
441,6/28/23,,40,C,2,17.5,37.0,SL18-CC-3-FG3,SL18-JS-19-MG1,#N/A,,,SL18-JS-19-MG1,0.30367682,2,
450,6/28/23,,46,C,2,10.5,30.0,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
411,6/28/23,,47,C,2,11.5,31.9,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-OD-6-MG1,-90.257688,81,
417,6/28/23,,49,C,2,15.0,35.7,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
446,6/28/23,,51,C,2,13.5,34.5,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
449,6/28/23,,59,C,2,11.5,32.0,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,-78.138399,59,SL18-LL-9-MG4,-80.72347,63,
444,6/28/23,,61,C,2,,0.0,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,,,SL18-LD-9-MG1,-88.023499,76,no blade
388,6/28/23,,70,C,2,15.5,36.0,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,-21.175178,6,#N/A,,,
