orig_order,Date,Time,Cross,Treatment,Rep,Distance base of blade to 10cm hole punch,Total length of blade,Female GP,Male GP,Heat testesd Female GP ID,Female GP % change,Female GP ranking,Heat tested Male GP ID,Male GP % change,Male GP ranking,comments
590,7/5/23,,141,B,1,,0.0,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,-69.65774,38,SL18-LD-2-MG2,-81.133004,64,goner
616,7/5/23,,144,B,1,,0.0,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,goner
585,7/5/23,,149,B,1,13.0,34.2,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
584,7/5/23,,157,B,1,18.4,39.5,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,-21.175178,6,SA18-CB-4-MG2,-93.012556,88,
617,7/5/23,,158,B,1,14.0,34.0,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
611,7/5/23,,160,B,1,16.8,37.0,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,-55.10044,20,SL18-LD-2-MG2,-81.133004,64,
618,7/5/23,,161,B,1,,0.0,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,-17.43129,5,SL18-LD-2-MG2,-81.133004,64,goner
581,7/5/23,,174,B,1,,0.0,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-LD-9-MG1,-88.023499,76,goner
589,7/5/23,,175,B,1,10.7,33.5,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,-68.808757,36,#N/A,,,re-punched
615,7/5/23,,176,B,1,,0.0,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,-27.632169,8,SA18-CB-4-MG2,-93.012556,88,goner
551,7/5/23,,179,B,1,--,11.6,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,-67.011547,35,SL18-JS-19-MG1,0.30367682,2,meristem only rest of blade including 10 cm gone
701,7/5/23,,40,B,2,13.1,34.2,SL18-CC-3-FG3,SL18-JS-19-MG1,#N/A,,,SL18-JS-19-MG1,0.30367682,2,returning to original punch
710,7/5/23,,46,B,2,,0.0,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,-17.43129,5,#N/A,,,no blade
671,7/5/23,,47,B,2,12.9,34.0,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-OD-6-MG1,-90.257688,81,put back in original punch
677,7/5/23,,49,B,2,,0.0,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,gone
706,7/5/23,,51,B,2,,0.0,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,"highly degraded, fell apart in hands, not measured"
709,7/5/23,3:46,59,B,2,13.7,34.8,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,-78.138399,59,SL18-LL-9-MG4,-80.72347,63,hole punch almost unrecognizable due to degradation
704,7/5/23,,61,B,2,,0.0,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,,,SL18-LD-9-MG1,-88.023499,76,gone
648,7/5/23,,70,B,2,,0.0,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,-21.175178,6,#N/A,,,goner
680,7/5/23,,81,B,2,18.1,38.7,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,,,SL18-OI-6-MG2,-93.83737,89,"put back in original punch, labeled as C2"
647,7/5/23,,84,B,2,15.0,35.0,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,-78.138399,59,#N/A,,,used old hole
705,7/5/23,,85,B,2,10.2,22.2,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,-27.632169,8,SL18-OI-6-MG2,-93.83737,89,"highly degraded, might not make it another week, repunched"
644,7/5/23,,116,B,2,14.6,36.5,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,(eliminated as dead),,#N/A,,,"meristem very degraded, new hole"
649,7/5/23,,120,B,2,15.8,36.0,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,-44.008511,15,#N/A,,,used old hole
679,7/5/23,,128,B,2,14.3,34.7,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,"put back in original punch, stipe broke off"
673,7/5/23,,130,B,2,11.8,32.1,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,-68.808757,36,#N/A,,,put back in original punch; no stipe
672,7/5/23,3:30,133,B,2,13.6,34.5,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,-21.175178,6,SL18-OI-6-MG2,-93.83737,89,put back in original punch
676,7/5/23,,136,B,2,10.1,31.5,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,,,SA18-CB-10-MG1,-85.12983,71,no stipe
646,7/5/23,,138,B,2,13.8,35.7,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,used old hole
703,7/5/23,,139,B,2,,0.0,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,-17.43129,5,SL18-JS-19-MG1,0.30367682,2,gone
650,7/5/23,,141,B,2,13.8,35.0,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,-69.65774,38,SL18-LD-2-MG2,-81.133004,64,used old hole
642,7/5/23,,144,B,2,13.3,34.0,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,used old hole
702,7/5/23,,149,B,2,12.8,33.0,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,"no stipe, returning to original punch"
641,7/5/23,,157,B,2,16.2,37.6,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,-21.175178,6,SA18-CB-4-MG2,-93.012556,88,used old hole
707,7/5/23,,158,B,2,14.2,36.5,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
675,7/5/23,,160,B,2,15.6,36.9,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,-55.10044,20,SL18-LD-2-MG2,-81.133004,64,
645,7/5/23,,161,B,2,,0.0,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,-17.43129,5,SL18-LD-2-MG2,-81.133004,64,"goner, degraded meristem "
708,7/5/23,,174,B,2,,0.0,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-LD-9-MG1,-88.023499,76,"gone, no blade"
678,7/5/23,,175,B,2,12.3,33.8,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,-68.808757,36,#N/A,,,put back in original punch
674,7/5/23,,176,B,2,,0.0,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,-27.632169,8,SA18-CB-4-MG2,-93.012556,88,no blade
643,7/5/23,,179,B,2,10.5,20.0,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,-67.011547,35,SL18-JS-19-MG1,0.30367682,2,very degraded
740,7/5/23,,40,B,3,13.8,33.9,SL18-CC-3-FG3,SL18-JS-19-MG1,#N/A,,,SL18-JS-19-MG1,0.30367682,2,"no stipe, returning to original punch"
797,7/5/23,,46,B,3,,0.0,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,-17.43129,5,#N/A,,,gone
763,7/5/23,,47,B,3,12.3,33.4,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-OD-6-MG1,-90.257688,81,
732,7/5/23,,49,B,3,15.7,36.5,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,"returning to original punch, no stipe"
766,7/5/23,,51,B,3,,0.0,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,gone
770,7/5/23,,59,B,3,,0.0,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,-78.138399,59,SL18-LL-9-MG4,-80.72347,63,no blade
791,7/5/23,,61,B,3,,0.0,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,,,SL18-LD-9-MG1,-88.023499,76,gone
735,7/5/23,,70,B,3,,0.0,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,-21.175178,6,#N/A,,,gone
767,7/5/23,,81,B,3,15.5,36.0,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,,,SL18-OI-6-MG2,-93.83737,89,
733,7/5/23,3:58,84,B,3,14.3,17.5,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,-78.138399,59,#N/A,,,"returning to original punch, no stipe, highly degraded"
796,7/5/23,,85,B,3,,0.0,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,-27.632169,8,SL18-OI-6-MG2,-93.83737,89,gone
792,7/5/23,,116,B,3,14.7,35.9,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,(eliminated as dead),,#N/A,,,returning to original punch
768,7/5/23,,120,B,3,,16.5,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,-44.008511,15,#N/A,,,"no stipe, returning to original punch"
736,7/5/23,,128,B,3,,0.0,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,gone
769,7/5/23,,130,B,3,14.6,36.3,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,-68.808757,36,#N/A,,,"repunched, no stipe"
799,7/5/23,,133,B,3,17.3,38.1,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,-21.175178,6,SL18-OI-6-MG2,-93.83737,89,
737,7/5/23,,136,B,3,,0.0,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,,,SA18-CB-10-MG1,-85.12983,71,gone
731,7/5/23,,138,B,3,,0.0,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,gone
795,7/5/23,,139,B,3,,0.0,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,-17.43129,5,SL18-JS-19-MG1,0.30367682,2,gone
739,7/5/23,,141,B,3,,0.0,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,-69.65774,38,SL18-LD-2-MG2,-81.133004,64,gone
761,7/5/23,,144,B,3,,0.0,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,gone
764,7/5/23,,149,B,3,14.3,34.4,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
765,7/5/23,,157,B,3,,0.0,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,-21.175178,6,SA18-CB-4-MG2,-93.012556,88,gone
738,7/5/23,,158,B,3,14.3,37.0,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
794,7/5/23,,160,B,3,17.5,37.3,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,-55.10044,20,SL18-LD-2-MG2,-81.133004,64,
798,7/5/23,,161,B,3,,0.0,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,-17.43129,5,SL18-LD-2-MG2,-81.133004,64,gone
734,7/5/23,,174,B,3,,34.9,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-LD-9-MG1,-88.023499,76,"2/3 tore off after measurement, returning to original punch"
793,7/5/23,,175,B,3,,0.0,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,-68.808757,36,#N/A,,,gone
762,7/5/23,,176,B,3,,0.0,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,-27.632169,8,SA18-CB-4-MG2,-93.012556,88,gone
800,7/5/23,4:21,179,B,3,12.0,32.2,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,-67.011547,35,SL18-JS-19-MG1,0.30367682,2,
630,7/5/23,3:20,40,C,1,,28.0,SL18-CC-3-FG3,SL18-JS-19-MG1,#N/A,,,SL18-JS-19-MG1,0.30367682,2,
597,7/5/23,,46,C,1,12.8,32.9,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
596,7/5/23,,47,C,1,12.4,33.0,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-OD-6-MG1,-90.257688,81,
593,7/5/23,3:02,49,C,1,16.1,36.5,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
570,7/5/23,2:35,51,C,1,17.5,38.2,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
624,7/5/23,3:26,59,C,1,13.4,34.3,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,-78.138399,59,SL18-LL-9-MG4,-80.72347,63,
598,7/5/23,3:08,61,C,1,10.1,30.5,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,,,SL18-LD-9-MG1,-88.023499,76,
563,7/5/23,,70,C,1,18.5,39.6,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,-21.175178,6,#N/A,,,
564,7/5/23,,81,C,1,15.5,36.3,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,,,SL18-OI-6-MG2,-93.83737,89,
562,7/5/23,,84,C,1,14.9,34.9,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,-78.138399,59,#N/A,,,
623,7/5/23,,85,C,1,12.5,34.1,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,-27.632169,8,SL18-OI-6-MG2,-93.83737,89,
566,7/5/23,,116,C,1,12.7,33.9,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,(eliminated as dead),,#N/A,,,
622,7/5/23,,120,C,1,19.1,37.0,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,-44.008511,15,#N/A,,,no stipe
567,7/5/23,,128,C,1,15.5,37.0,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
629,7/5/23,,130,C,1,11.0,32.1,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,-68.808757,36,#N/A,,,
592,7/5/23,,133,C,1,13.2,33.4,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,-21.175178,6,SL18-OI-6-MG2,-93.83737,89,
565,7/5/23,2:42,136,C,1,12.6,33.4,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,,,SA18-CB-10-MG1,-85.12983,71,
569,7/5/23,,138,C,1,11.5,32.1,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
568,7/5/23,,139,C,1,19.2,40.0,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,-17.43129,5,SL18-JS-19-MG1,0.30367682,2,
600,7/5/23,3:10,141,C,1,13.6,34.4,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,-69.65774,38,SL18-LD-2-MG2,-81.133004,64,
626,7/5/23,,144,C,1,13.1,33.6,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,no stipe
595,7/5/23,3:05,149,C,1,13.2,34.0,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
594,7/5/23,,157,C,1,14.5,35.8,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,-21.175178,6,SA18-CB-4-MG2,-93.012556,88,
627,7/5/23,,158,C,1,14.5,35.7,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
621,7/5/23,3:31,160,C,1,16.6,37.4,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,-55.10044,20,SL18-LD-2-MG2,-81.133004,64,
628,7/5/23,3:23,161,C,1,12.6,33.0,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,-17.43129,5,SL18-LD-2-MG2,-81.133004,64,
591,7/5/23,2:59,174,C,1,12.6,33.5,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-LD-9-MG1,-88.023499,76,goner
599,7/5/23,,175,C,1,22.0,32.7,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,-68.808757,36,#N/A,,,
625,7/5/23,,176,C,1,,0.0,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,-27.632169,8,SA18-CB-4-MG2,-93.012556,88,blank
561,7/5/23,2:45,179,C,1,12.8,33.1,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,-67.011547,35,SL18-JS-19-MG1,0.30367682,2,
711,7/5/23,,40,C,2,17.4,33.2,SL18-CC-3-FG3,SL18-JS-19-MG1,#N/A,,,SL18-JS-19-MG1,0.30367682,2,
720,7/5/23,,46,C,2,,10.0,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
681,7/5/23,4:06,47,C,2,12.7,33.5,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-OD-6-MG1,-90.257688,81,
687,7/5/23,,49,C,2,14.1,35.4,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
716,7/5/23,,51,C,2,15.2,36.0,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
719,7/5/23,,59,C,2,12.1,32.3,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,-78.138399,59,SL18-LL-9-MG4,-80.72347,63,
714,7/5/23,,61,C,2,,0.0,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,,,SL18-LD-9-MG1,-88.023499,76,gone
658,7/5/23,,70,C,2,12.0,36.4,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,-21.175178,6,#N/A,,,
690,7/5/23,,81,C,2,,8.5,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,,,SL18-OI-6-MG2,-93.83737,89,
657,7/5/23,,84,C,2,13.3,33.4,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,-78.138399,59,#N/A,,,
715,7/5/23,,85,C,2,11.5,20.5,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,-27.632169,8,SL18-OI-6-MG2,-93.83737,89,
654,7/5/23,,116,C,2,12.6,33.5,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,(eliminated as dead),,#N/A,,,hole punch unclear
659,7/5/23,,120,C,2,17.0,29.9,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,-44.008511,15,#N/A,,,
689,7/5/23,,128,C,2,,0.0,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,gone
683,7/5/23,,130,C,2,13.9,35.1,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,-68.808757,36,#N/A,,,
682,7/5/23,,133,C,2,13.4,33.5,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,-21.175178,6,SL18-OI-6-MG2,-93.83737,89,
686,7/5/23,,136,C,2,13.3,34.0,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,,,SA18-CB-10-MG1,-85.12983,71,
656,7/5/23,,138,C,2,12.0,32.1,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
713,7/5/23,,139,C,2,,0.0,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,-17.43129,5,SL18-JS-19-MG1,0.30367682,2,gone
660,7/5/23,3:43,141,C,2,18.8,39.0,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,-69.65774,38,SL18-LD-2-MG2,-81.133004,64,
652,7/5/23,,144,C,2,,0.0,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,degraded
712,7/5/23,,149,C,2,11.5,31.3,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
651,7/5/23,3:51,157,C,2,16.6,37.2,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,-21.175178,6,SA18-CB-4-MG2,-93.012556,88,
717,7/5/23,,158,C,2,14.2,35.6,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
685,7/5/23,,160,C,2,15.5,36.0,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,-55.10044,20,SL18-LD-2-MG2,-81.133004,64,
655,7/5/23,3:48,161,C,2,,5.0,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,-17.43129,5,SL18-LD-2-MG2,-81.133004,64,goner; meristem measurement
718,7/5/23,,174,C,2,16.0,36.9,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-LD-9-MG1,-88.023499,76,returning to original punch
688,7/5/23,4:02,175,C,2,10.6,31.5,SL18-CC-3-FG2,SL18-OI-11-MG3,SL18-CC-3-FG2,-68.808757,36,#N/A,,,
684,7/5/23,,176,C,2,,0.0,SL18-CC-5-FG3,SA18-CB-4-MG2,SL18-CC-5-FG3,-27.632169,8,SA18-CB-4-MG2,-93.012556,88,gone
653,7/5/23,,179,C,2,,4.5,SL18-OI-11-FG3,SL18-JS-19-MG1,SL18-OI-11-FG3,-67.011547,35,SL18-JS-19-MG1,0.30367682,2,
750,7/5/23,,40,C,3,15.3,26.5,SL18-CC-3-FG3,SL18-JS-19-MG1,#N/A,,,SL18-JS-19-MG1,0.30367682,2,returning to original punch
807,7/5/23,4:50,46,C,3,13.4,35.0,SA18-CB-4-FG6,SL18-NC-2-MG3,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
772,7/5/23,,47,C,3,16.0,36.3,SL18-OI-6-FG2,SL18-OD-6-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-OD-6-MG1,-90.257688,81,
742,7/5/23,,49,C,3,,0.0,SL18-CC-5-FG3,SL18-CC-7-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,gone
776,7/5/23,,51,C,3,,13.5,SL18-CC-5-FG3,SL18-OI-14-MG1,SL18-CC-5-FG3,-27.632169,8,#N/A,,,
780,7/5/23,4:43,59,C,3,12.9,33.6,SL18-SF-13-FG2,SL18-LL-9-MG4,SL18-SF-13-FG2,-78.138399,59,SL18-LL-9-MG4,-80.72347,63,
801,7/5/23,4:48,61,C,3,10.3,13.5,SL18-CC-1-FG1,SL18-LD-9-MG1,#N/A,,,SL18-LD-9-MG1,-88.023499,76,probably will fall apart soon
745,7/5/23,4:55,70,C,3,15.2,36.0,SL18-OI-6-FG2,SL18-CC-7-MG1,SL18-OI-6-FG2,-21.175178,6,#N/A,,,returning to original punch
777,7/5/23,,81,C,3,14.0,34.7,SL18-CC-1-FG1,SL18-OI-6-MG2,#N/A,,,SL18-OI-6-MG2,-93.83737,89,
743,7/5/23,4:52,84,C,3,14.7,34.6,SL18-SF-13-FG2,SL18-UCONN-S5-MG1,SL18-SF-13-FG2,-78.138399,59,#N/A,,,
806,7/5/23,,85,C,3,18.1,38.6,SL18-CC-5-FG3,SL18-OI-6-MG2,SL18-CC-5-FG3,-27.632169,8,SL18-OI-6-MG2,-93.83737,89,
802,7/5/23,,116,C,3,12.5,30.5,SA18-CB-7-FG1,SL18-UCONN-S4-MG3,SA18-CB-7-FG1,(eliminated as dead),,#N/A,,,returning to original punch
778,7/5/23,,120,C,3,19.0,39.0,SL18-SF-17-FG2,SA18-CB-7-MG3,SL18-SF-17-FG2,-44.008511,15,#N/A,,,
746,7/5/23,4:41,128,C,3,14.6,35.7,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,
779,7/5/23,4:45,130,C,3,14.1,16.5,SL18-CC-3-FG2,SL18-CC-7-MG1,SL18-CC-3-FG2,-68.808757,36,#N/A,,,
809,7/5/23,,133,C,3,11.2,31.8,SL18-OI-6-FG2,SL18-OI-6-MG2,SL18-OI-6-FG2,-21.175178,6,SL18-OI-6-MG2,-93.83737,89,
747,7/5/23,,136,C,3,10.4,27.5,SL18-CC-5-FG2,SA18-CB-10-MG1,#N/A,,,SA18-CB-10-MG1,-85.12983,71,
741,7/5/23,4:41,138,C,3,13.8,34.1,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,returning to original punch
805,7/5/23,,139,C,3,,0.0,SA18-CB-4-FG6,SL18-JS-19-MG1,SA18-CB-4-FG6,-17.43129,5,SL18-JS-19-MG1,0.30367682,2,gone
749,7/5/23,,141,C,3,15.9,34.5,SL18-LD-13-FG1,SL18-LD-2-MG2,SL18-LD-13-FG1,-69.65774,38,SL18-LD-2-MG2,-81.133004,64,
771,7/5/23,4:44,144,C,3,10.6,31.6,SA18-CB-4-FG6,SL18-OI-14-MG1,SA18-CB-4-FG6,-17.43129,5,#N/A,,,returning to original punch
774,7/5/23,,149,C,3,14.8,34.8,SL18-CC-3-FG2,SL18-OD-6-MG1,SL18-CC-3-FG2,-68.808757,36,SL18-OD-6-MG1,-90.257688,81,
775,7/5/23,4:47,157,C,3,15.4,37.1,SL18-OI-6-FG2,SA18-CB-4-MG2,SL18-OI-6-FG2,-21.175178,6,SA18-CB-4-MG2,-93.012556,88,
748,7/5/23,4:36,158,C,3,19.4,23.2,SA18-CB-4-FG6,SA18-CB-1-MG13,SA18-CB-4-FG6,-17.43129,5,#N/A,,,"no stipe, repunching"
804,7/5/23,4:51,160,C,3,18.7,38.6,SL18-LL-9-FG3,SL18-LD-2-MG2,SL18-LL-9-FG3,-55.10044,20,SL18-LD-2-MG2,-81.133004,64,
808,7/5/23,,161,C,3,,0.0,SA18-CB-4-FG6,SL18-LD-2-MG2,SA18-CB-4-FG6,-17.43129,5,SL18-LD-2-MG2,-81.133004,64,gone
744,7/5/23,4:53,174,C,3,--,21.7,SL18-OI-6-FG2,SL18-LD-9-MG1,SL18-OI-6-FG2,-21.175178,6,SL18-LD-9-MG1,-88.023499,76,stipe fell off
